INFO:root:Serial port /dev/ttyACM0 opened successfully.
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:44.599   34.696123118  -82.794667950  2689.7135   5   5  71.8951 180.7977 303.9773   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:44.799   34.696155152  -82.794652631  2683.7300   5   5  71.7788 180.4954 303.4753   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:44.799   34.696155152  -82.794652631  2683.7300   5   5  71.7788 180.4954 303.4753   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:44.999   34.696186285  -82.794637805  2677.9118   5   5  71.6623 180.1929 302.9728   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:44.999   34.696186285  -82.794637805  2677.9118   5   5  71.6623 180.1929 302.9728   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:45.199   34.696216089  -82.794623666  2672.3626   5   5  71.5461 179.8912 302.4717   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:45.199   34.696216089  -82.794623666  2672.3626   5   5  71.5461 179.8912 302.4717   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:45.399   34.696247727  -82.794608857  2666.5019   5   5  71.4307 179.5914 301.9736   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:45.399   34.696247727  -82.794608857  2666.5019   5   5  71.4307 179.5914 301.9736   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:45.599   34.696277833  -82.794594857  2660.9339   5   5  71.3152 179.2916 301.4758   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:45.599   34.696277833  -82.794594857  2660.9339   5   5  71.3152 179.2916 301.4758   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:45.799   34.696308067  -82.794580682  2655.3134   5   5  71.2004 178.9933 300.9803   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:45.799   34.696308067  -82.794580682  2655.3134   5   5  71.2004 178.9933 300.9803   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:45.999   34.696340732  -82.794565285  2649.2131   5   5  71.0861 178.6966 300.4875   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:45.999   34.696340732  -82.794565285  2649.2131   5   5  71.0861 178.6966 300.4875   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:46.199   34.696375031  -82.794549116  2642.8045   5   5  70.9722 178.4007 299.9960   0.0000   0.0000   0.0000   0.00    0.0
